Ensembl Gene ID,Ensembl Transcript ID,Transcript Start,Transcript End,GC content,Chromosome Name
ENSG00000179818,ENST00000415060,70278408,70313026,45.90,2
ENSG00000179818,ENST00000439892,70282868,70313399,45.90,2
ENSG00000179818,ENST00000429599,70310639,70313405,45.90,2
ENSG00000179818,ENST00000437019,70310712,70313313,45.90,2
ENSG00000185078,ENST00000423843,208896107,208896677,43.61,2
ENSG00000224839,ENST00000432393,208921972,208922469,48.39,2
ENSG00000182000,ENST00000487390,149702182,149702584,43.67,3
ENSG00000242816,ENST00000482766,117509520,117512612,36.47,3
ENSG00000229150,ENST00000412192,208972957,208977235,48.73,2
ENSG00000229150,ENST00000440809,208973041,208977232,48.73,2
ENSG00000243276,ENST00000476460,118227258,118276514,36.31,3
ENSG00000243276,ENST00000482142,117723666,118276515,36.31,3
ENSG00000241947,ENST00000476029,149717432,149718477,44.74,3
ENSG00000224529,ENST00000415505,209000118,209002421,47.92,2
ENSG00000243944,ENST00000487840,149757001,149931401,39.72,3
ENSG00000243944,ENST00000472821,149814230,149868571,39.72,3
ENSG00000243944,ENST00000489690,149815819,149931513,39.72,3
ENSG00000239877,ENST00000477009,118661920,118667071,35.60,3
ENSG00000233869,ENST00000442177,209072859,209073708,52.12,2
ENSG00000228111,ENST00000413105,209079448,209087349,46.60,2
ENSG00000226764,ENST00000422415,16137171,16203007,46.08,2
ENSG00000231908,ENST00000440574,209119971,209120905,52.09,2
ENSG00000231908,ENST00000448588,209120124,209120892,52.09,2
ENSG00000240401,ENST00000366287,55535967,55541797,37.85,2
ENSG00000236289,ENST00000426539,16190549,16225923,46.89,2
ENSG00000236289,ENST00000442387,16213520,16221239,46.89,2
ENSG00000233594,ENST00000457252,55662290,55662758,44.56,2
ENSG00000228380,ENST00000429485,209134067,209134681,55.77,2
ENSG00000240254,ENST00000470790,118945333,119009513,40.47,3
ENSG00000240477,ENST00000466044,149768516,149769243,40.93,3
ENSG00000213081,ENST00000434906,209225356,209226094,61.03,2
ENSG00000236989,ENST00000412381,16225344,16245963,47.42,2
ENSG00000236989,ENST00000428280,16236548,16245784,47.42,2
ENSG00000226702,ENST00000446139,56190326,56274461,38.13,2
ENSG00000227430,ENST00000442718,209330963,209331351,46.02,2
ENSG00000243321,ENST00000464673,149795281,149797904,44.13,3
ENSG00000231896,ENST00000424628,209334575,209405138,38.29,2
ENSG00000242829,ENST00000475397,119017512,119017859,50.57,3
ENSG00000232409,ENST00000438805,209381633,209381955,48.30,2
ENSG00000241155,ENST00000466292,119033140,119041607,41.43,3
ENSG00000229805,ENST00000451034,56304552,56317517,39.19,2
ENSG00000235864,ENST00000451965,209937321,209938872,42.01,2
ENSG00000226041,ENST00000444804,16383698,16385494,50.97,2
ENSG00000241143,ENST00000487963,149868325,149868731,46.93,3
ENSG00000241048,ENST00000474444,149919961,149942977,44.12,3
ENSG00000232799,ENST00000418459,210009965,210012411,48.47,2
ENSG00000242052,ENST00000495649,119354373,119354997,53.28,3
ENSG00000240286,ENST00000416092,210043528,210046742,43.58,2
ENSG00000233251,ENST00000432793,56401875,56412905,48.17,2
ENSG00000233251,ENST00000447423,56402686,56412048,48.17,2
ENSG00000228876,ENST00000420404,16405315,16410408,50.45,2
ENSG00000229670,ENST00000426801,210043690,210045847,45.27,2
ENSG00000239994,ENST00000489428,119462986,119468040,38.22,3
ENSG00000244541,ENST00000472890,149956306,149957990,40.21,3
ENSG00000244541,ENST00000498005,149956487,149957996,40.21,3
ENSG00000237194,ENST00000428587,210673528,210674304,60.49,2
ENSG00000240471,ENST00000493810,119510676,119511400,52.14,3
ENSG00000229127,ENST00000452057,210895457,210929080,37.90,2
ENSG00000231570,ENST00000418901,56977435,56977698,42.80,2
ENSG00000231266,ENST00000439745,16408295,16409462,49.57,2
ENSG00000231063,ENST00000438212,210952950,210953788,44.93,2
ENSG00000233426,ENST00000434851,58478575,58479660,55.89,2
ENSG00000233426,ENST00000537260,58479021,58479703,55.89,2
ENSG00000239835,ENST00000482027,119747587,119748715,44.91,3
ENSG00000231294,ENST00000412065,211036242,211095107,37.58,2
ENSG00000232444,ENST00000420130,16497592,16500834,51.09,2
ENSG00000243550,ENST00000471222,149983199,150005160,37.64,3
ENSG00000224400,ENST00000425176,16535524,16613970,40.45,2
ENSG00000224400,ENST00000427950,16536453,16613970,40.45,2
ENSG00000261050,ENST00000565554,150181245,150184218,34.57,3
ENSG00000234281,ENST00000433296,211189483,211325606,38.30,2
ENSG00000234281,ENST00000420418,211189490,211333418,38.30,2
ENSG00000234281,ENST00000416344,211325199,211333970,38.30,2
ENSG00000225226,ENST00000454367,58503012,58523683,36.55,2
ENSG00000241546,ENST00000491262,119760037,119760384,45.11,3
ENSG00000240137,ENST00000463755,150425754,150437782,42.97,3
ENSG00000240137,ENST00000475393,150421830,150437933,42.97,3
ENSG00000240137,ENST00000471093,150421351,150437775,42.97,3
ENSG00000242622,ENST00000484076,119813742,119855630,41.62,3
ENSG00000242622,ENST00000469070,119814117,119818033,41.62,3
ENSG00000242622,ENST00000485898,119814477,119817634,41.62,3
ENSG00000231017,ENST00000413068,212163666,212163914,46.18,2
ENSG00000232631,ENST00000422990,212641931,212642581,38.25,2
ENSG00000237633,ENST00000446357,16704444,16710655,41.96,2
ENSG00000237633,ENST00000443066,16704458,16710706,41.96,2
ENSG00000236007,ENST00000451639,212642998,212644488,41.65,2
ENSG00000233723,ENST00000422723,58654934,59152836,37.48,2
ENSG00000233723,ENST00000455219,58655168,58923190,37.48,2
ENSG00000233723,ENST00000429095,58655473,59152836,37.48,2
ENSG00000233723,ENST00000429664,58655473,59152836,37.48,2
ENSG00000233723,ENST00000452840,58655473,59290901,37.48,2
ENSG00000233723,ENST00000449448,58655520,59231127,37.48,2
ENSG00000233723,ENST00000427421,58747888,59288788,37.48,2
ENSG00000233723,ENST00000422793,59151737,59158211,37.48,2
ENSG00000223536,ENST00000448650,16909391,16948822,43.45,2
ENSG00000223536,ENST00000423925,16909391,16948676,43.45,2
ENSG00000225332,ENST00000415387,213446081,213886269,37.14,2
ENSG00000220343,ENST00000469748,166783619,166784108,49.20,3
ENSG00000220343,ENST00000407723,166783553,166784113,49.20,3
ENSG00000234308,ENST00000434559,213660055,213661444,38.00,2
ENSG00000234308,ENST00000453965,213660064,213683986,38.00,2
ENSG00000240882,ENST00000498792,120025573,120026799,62.27,3
ENSG00000241669,ENST00000498413,167110584,167126307,35.48,3
ENSG00000231254,ENST00000419887,213696885,213697669,68.54,2
ENSG00000224604,ENST00000444710,17035087,17036551,47.85,2
ENSG00000241120,ENST00000463578,167412143,167412430,43.06,3
ENSG00000223373,ENST00000437261,213775727,213784533,38.98,2
ENSG00000242924,ENST00000463642,167582561,167594705,34.73,3
ENSG00000240661,ENST00000494869,120068357,120086845,39.42,3
ENSG00000244214,ENST00000464514,167582637,167584402,30.86,3
ENSG00000244668,ENST00000474888,150437784,150438623,50.00,3
ENSG00000236193,ENST00000426870,214020530,214032436,34.86,2
ENSG00000237670,ENST00000421181,17151301,17155764,37.48,2
ENSG00000244706,ENST00000470523,167584288,167588765,34.17,3
ENSG00000196096,ENST00000360083,214141276,214148929,38.70,2
ENSG00000244265,ENST00000461943,150479724,150480325,56.64,3
ENSG00000242613,ENST00000467756,120106876,120108162,47.55,3
ENSG00000240292,ENST00000475324,167584423,167601170,35.07,3
ENSG00000236738,ENST00000451880,214431233,214492419,36.30,2
ENSG00000239265,ENST00000476886,150570271,150798513,40.71,3
ENSG00000239265,ENST00000465576,150690465,150797617,40.71,3
ENSG00000197585,ENST00000412896,215114764,215548970,36.92,2
ENSG00000197585,ENST00000437883,215176326,215548970,36.92,2
ENSG00000239238,ENST00000459811,167606202,167606503,38.08,3
ENSG00000214843,ENST00000447321,17465559,17466162,45.53,2
ENSG00000244227,ENST00000481578,167613736,167641799,35.50,3
ENSG00000244227,ENST00000459923,167613744,167640761,35.50,3
ENSG00000244227,ENST00000490897,167613755,167632427,35.50,3
ENSG00000244227,ENST00000494887,167621115,167632819,35.50,3
ENSG00000244227,ENST00000469060,167621186,167640430,35.50,3
ENSG00000244227,ENST00000493529,167632847,167638537,35.50,3
ENSG00000244227,ENST00000496891,167632927,167640418,35.50,3
ENSG00000213917,ENST00000396820,215145362,215146176,41.96,2
ENSG00000243273,ENST00000469268,150608423,150756605,40.61,3
ENSG00000240774,ENST00000478134,120203018,120203374,46.22,3
ENSG00000244382,ENST00000474598,150618941,150621181,46.41,3
ENSG00000224257,ENST00000416430,215374920,215401614,37.91,2
ENSG00000244441,ENST00000496098,120231697,120232035,42.48,3
ENSG00000231043,ENST00000434096,58687427,58689167,48.19,2
ENSG00000231043,ENST00000536694,58688509,58689123,48.19,2
ENSG00000177261,ENST00000312710,215562451,215562788,46.75,2
ENSG00000177261,ENST00000412989,215562459,215562788,46.75,2
ENSG00000236348,ENST00000434820,17566358,17567684,43.71,2
ENSG00000239570,ENST00000473027,150987228,150987917,37.68,3
ENSG00000230076,ENST00000457497,215711852,215712169,55.35,2
ENSG00000196095,ENST00000357829,120262892,120263292,52.12,3
ENSG00000260331,ENST00000565944,18728652,18729470,33.21,2
ENSG00000242810,ENST00000486397,151193592,151193962,36.12,3
ENSG00000229267,ENST00000420134,215825116,215826786,32.73,2
ENSG00000240452,ENST00000496868,120440871,120441158,39.58,3
ENSG00000227769,ENST00000437897,215887270,215903765,36.35,2
ENSG00000227769,ENST00000419251,215887284,215887842,36.35,2
ENSG00000242119,ENST00000491120,151217427,151217594,45.24,3
ENSG00000224626,ENST00000431697,18966073,18969018,38.70,2
ENSG00000237571,ENST00000448086,216139715,216142670,38.94,2
ENSG00000222030,ENST00000409590,59444843,59506535,37.59,2
ENSG00000242036,ENST00000471495,167674099,167674404,42.48,3
ENSG00000243257,ENST00000465212,120441305,120441493,43.39,3
ENSG00000230695,ENST00000412951,216300976,216301715,51.89,2
ENSG00000241203,ENST00000463169,167676532,167676870,41.89,3
ENSG00000241151,ENST00000492731,151354962,151375754,37.05,3
ENSG00000225166,ENST00000447835,216318430,216328594,39.21,2
ENSG00000236204,ENST00000449124,19244622,19546509,39.71,2
ENSG00000236204,ENST00000418165,19226415,19505798,39.71,2
ENSG00000236204,ENST00000424895,19167729,19226726,39.71,2
ENSG00000236204,ENST00000432142,19203707,19505815,39.71,2
ENSG00000206120,ENST00000502332,167967310,168031945,36.09,3
ENSG00000206120,ENST00000502778,167967449,168237424,36.09,3
ENSG00000206120,ENST00000511230,167967453,168237409,36.09,3
ENSG00000206120,ENST00000431685,167967729,168539123,36.09,3
ENSG00000206120,ENST00000506760,168237395,168525372,36.09,3
ENSG00000206120,ENST00000510136,168509929,168511902,36.09,3
ENSG00000206120,ENST00000483846,168525341,168548387,36.09,3
ENSG00000206120,ENST00000488647,168527564,168542773,36.09,3
ENSG00000206120,ENST00000482245,168527599,168530606,36.09,3
ENSG00000206120,ENST00000461151,168530083,168542771,36.09,3
ENSG00000206120,ENST00000491953,168530083,168542773,36.09,3
ENSG00000206120,ENST00000382864,168530083,168547410,36.09,3
ENSG00000206120,ENST00000509885,168538149,168547083,36.09,3
ENSG00000206120,ENST00000486295,168538978,168547319,36.09,3
ENSG00000228618,ENST00000414756,216341390,216344971,36.66,2
ENSG00000242908,ENST00000483843,151469231,151645956,36.95,3
ENSG00000242908,ENST00000475855,151469259,151645963,36.95,3
ENSG00000234938,ENST00000431727,216395170,216410249,38.25,2
ENSG00000237525,ENST00000422353,216397856,216486648,38.46,2
ENSG00000237525,ENST00000417485,216410921,216578618,38.46,2
ENSG00000237525,ENST00000428487,216542747,216554494,38.46,2
ENSG00000233891,ENST00000451416,59465851,59476646,37.10,2
ENSG00000233891,ENST00000440521,59465851,59476702,37.10,2
ENSG00000233891,ENST00000443306,59465851,59476807,37.10,2
ENSG00000233891,ENST00000444001,59465857,59615500,37.10,2
ENSG00000233891,ENST00000412409,59468077,59960531,37.10,2
ENSG00000233891,ENST00000434611,59522515,59615294,37.10,2
ENSG00000233891,ENST00000435557,59896351,59960466,37.10,2
ENSG00000213371,ENST00000462291,120524713,120525592,37.84,3
ENSG00000243593,ENST00000490647,120552287,120555207,40.05,3
ENSG00000243813,ENST00000469870,120817955,120818621,40.78,3
ENSG00000227981,ENST00000457625,216444130,216447358,34.00,2
ENSG00000242103,ENST00000481228,121075838,121076787,41.47,3
ENSG00000235770,ENST00000445174,216476286,216708259,39.64,2
ENSG00000235770,ENST00000423530,216484358,216692126,39.64,2
ENSG00000235770,ENST00000419922,216484831,216486076,39.64,2
ENSG00000235770,ENST00000413563,216488846,216692164,39.64,2
ENSG00000235770,ENST00000451392,216506491,216696313,39.64,2
ENSG00000235770,ENST00000417922,216608543,216708445,39.64,2
ENSG00000242445,ENST00000486538,121212957,121213755,54.19,3
ENSG00000242097,ENST00000489539,151477535,151479799,35.23,3
ENSG00000234597,ENST00000443897,19657981,19668722,41.75,2
ENSG00000240602,ENST00000471766,151488216,151491740,33.97,3
ENSG00000240602,ENST00000483636,151488248,151502682,33.97,3
ENSG00000240602,ENST00000561502,151488262,151502209,33.97,3
ENSG00000240602,ENST00000463420,151488266,151502205,33.97,3
ENSG00000240602,ENST00000496128,151488360,151494700,33.97,3
ENSG00000240602,ENST00000462937,151491267,151501697,33.97,3
ENSG00000240236,ENST00000491091,122036456,122037588,46.07,3
ENSG00000237992,ENST00000450628,19675211,19688611,37.01,2
ENSG00000242531,ENST00000472671,122135729,122135859,38.17,3
ENSG00000230838,ENST00000415479,216582766,216584147,39.36,2
ENSG00000233060,ENST00000455541,70316853,70323232,46.88,2
ENSG00000235911,ENST00000432822,19911476,19917337,46.88,2
ENSG00000216721,ENST00000454121,216669454,216669704,45.02,2
ENSG00000227824,ENST00000443971,216734646,216735241,45.30,2
ENSG00000226505,ENST00000424748,70321026,70322298,45.13,2
ENSG00000226505,ENST00000457870,70321029,70322126,45.13,2
ENSG00000226505,ENST00000442326,70321071,70330352,45.13,2
ENSG00000226276,ENST00000413311,216804031,216806442,37.65,2
ENSG00000243918,ENST00000464704,122379460,122381285,49.01,3
ENSG00000231815,ENST00000415159,59662348,59669396,38.84,2
ENSG00000213403,ENST00000393907,20026010,20026336,40.98,2
ENSG00000228590,ENST00000457668,60577730,60580151,52.11,2
ENSG00000232970,ENST00000411806,217021065,217021534,44.89,2
ENSG00000239523,ENST00000485162,123304389,123363415,44.17,3
ENSG00000239523,ENST00000463408,123304403,123348669,44.17,3
ENSG00000239523,ENST00000470449,123304403,123349668,44.17,3
ENSG00000250271,ENST00000485020,151515272,151526037,38.69,3
ENSG00000236478,ENST00000441511,217039617,217040755,45.30,2
ENSG00000225392,ENST00000429424,70329683,70329994,54.49,2
ENSG00000223929,ENST00000453476,60586351,60618510,44.94,2
ENSG00000223929,ENST00000441598,60586855,60610171,44.94,2
ENSG00000260804,ENST00000562038,217081768,217084915,44.66,2
ENSG00000231327,ENST00000414141,70351168,70352449,57.49,2
ENSG00000231092,ENST00000417481,217124318,217130853,46.71,2
ENSG00000233581,ENST00000452736,217168048,217186460,42.02,2
ENSG00000239941,ENST00000482382,151835962,151869513,37.38,3
ENSG00000231414,ENST00000446011,70480987,70481142,41.03,2
ENSG00000228784,ENST00000438692,20068621,20077154,48.72,2
ENSG00000228784,ENST00000449086,20068635,20084808,48.72,2
ENSG00000228784,ENST00000456119,20068652,20072291,48.72,2
ENSG00000228784,ENST00000433669,20068652,20077296,48.72,2
ENSG00000243305,ENST00000463255,152175548,152214602,35.74,3
ENSG00000233849,ENST00000445084,70528583,70529204,68.81,2
ENSG00000235042,ENST00000457694,217250011,217277419,44.11,2
ENSG00000233953,ENST00000444873,60722821,60727099,49.33,2
ENSG00000235289,ENST00000431406,70580142,70583047,43.84,2
ENSG00000244545,ENST00000496084,152365935,152368236,35.23,3
ENSG00000232485,ENST00000453157,217343753,217363484,44.26,2
ENSG00000232485,ENST00000438978,217351494,217363469,44.26,2
ENSG00000232485,ENST00000431856,217352527,217363473,44.26,2
ENSG00000241882,ENST00000496247,168006341,168009016,36.92,3
ENSG00000213495,ENST00000424037,60938619,60939055,44.16,2
ENSG00000229229,ENST00000452525,70630066,70649810,41.92,2
ENSG00000242561,ENST00000483050,152518223,152518521,46.82,3
ENSG00000250174,ENST00000510827,123408491,123411254,47.14,3
ENSG00000250174,ENST00000515464,123410097,123411254,47.14,3
ENSG00000241520,ENST00000414135,217347755,217351919,46.60,2
ENSG00000226765,ENST00000432315,168384347,168385211,47.86,3
ENSG00000228414,ENST00000439412,61052267,61108449,44.29,2
ENSG00000228414,ENST00000452343,61074895,61108449,44.29,2
ENSG00000241836,ENST00000441179,217364673,217394207,42.34,2
ENSG00000241836,ENST00000427280,217384053,217394177,42.34,2
ENSG00000231688,ENST00000425440,168576447,168576918,43.86,3
ENSG00000224606,ENST00000441238,70694517,70695627,46.44,2
ENSG00000240622,ENST00000461190,123870807,123871910,42.03,3
ENSG00000224391,ENST00000449783,217455149,217471661,46.15,2
ENSG00000242268,ENST00000484765,168619733,168639784,35.19,3
ENSG00000241732,ENST00000460407,152557179,152559228,32.00,3
ENSG00000227210,ENST00000416575,20189978,20203971,39.40,2
ENSG00000225794,ENST00000441803,217469494,217475925,47.15,2
ENSG00000241810,ENST00000476476,152785067,152785340,47.45,3
ENSG00000227882,ENST00000431978,26808350,26811266,42.54,13
ENSG00000235035,ENST00000457851,70914274,70918956,46.17,2
ENSG00000260391,ENST00000568966,124442635,124445168,35.56,3
ENSG00000235444,ENST00000457237,217475065,217475682,51.94,2
ENSG00000237024,ENST00000444831,61079395,61079878,45.25,2
ENSG00000223734,ENST00000452342,20251895,20254257,44.27,2
ENSG00000228034,ENST00000447764,71030289,71030558,51.11,2
ENSG00000234031,ENST00000425466,27151023,27151812,41.01,13
ENSG00000236886,ENST00000447289,217559187,217858722,44.57,2
ENSG00000241671,ENST00000477323,152846863,152847429,44.09,3
ENSG00000242199,ENST00000475510,124452265,124452601,47.18,3
ENSG00000237930,ENST00000433233,217650497,217650867,43.13,2
ENSG00000231386,ENST00000451333,71037930,71038606,38.26,2
ENSG00000237001,ENST00000586418,27180681,27215501,40.71,13
ENSG00000237001,ENST00000413063,27212586,27215501,40.71,13
ENSG00000237001,ENST00000585599,27214658,27215501,40.71,13
ENSG00000244268,ENST00000487827,152874300,152879564,45.30,3
ENSG00000244286,ENST00000495917,124500002,124506604,46.28,3
ENSG00000241383,ENST00000494900,168720862,168723254,36.94,3
ENSG00000229352,ENST00000434973,217664331,217670058,48.20,2
ENSG00000267520,ENST00000589496,61153044,61155287,41.04,2
ENSG00000237751,ENST00000449073,71115001,71117089,56.92,2
ENSG00000234588,ENST00000437273,217670460,217670852,41.98,2
ENSG00000234378,ENST00000430429,20263617,20306590,46.78,2
ENSG00000241220,ENST00000498457,153074896,153091975,39.96,3
ENSG00000241479,ENST00000480669,169165655,169194840,37.31,3
ENSG00000230256,ENST00000395943,27479499,27479998,36.40,13
ENSG00000243986,ENST00000484903,124580941,124582164,48.04,3
ENSG00000241912,ENST00000462300,153094620,153095351,39.48,3
ENSG00000231597,ENST00000440900,217719112,217719855,48.92,2
ENSG00000213729,ENST00000436164,20355379,20355818,51.14,2
ENSG00000237522,ENST00000414613,61163954,61165184,47.93,2
ENSG00000239322,ENST00000447639,71168947,71175682,51.12,2
ENSG00000239322,ENST00000422761,71168957,71175740,51.12,2
ENSG00000223782,ENST00000413365,27551680,27551926,46.96,13
ENSG00000237479,ENST00000421907,217731055,217732536,44.26,2
ENSG00000235411,ENST00000438989,20439653,20440807,45.11,2
ENSG00000218198,ENST00000456044,27591691,27592046,43.18,13
ENSG00000218198,ENST00000402278,27591688,27591990,43.18,13
ENSG00000238755,ENST00000492569,153102723,153105157,36.80,3
ENSG00000213178,ENST00000418623,169201459,169201868,41.46,3
ENSG00000229048,ENST00000493631,125029725,125030194,43.62,3
ENSG00000227021,ENST00000451711,217732735,217733879,42.71,2
ENSG00000232162,ENST00000440657,27736992,27743272,35.79,13
ENSG00000232713,ENST00000451515,61165340,61165739,47.00,2
ENSG00000243508,ENST00000485817,125062929,125063641,41.37,3
ENSG00000242795,ENST00000469794,169331298,169341739,40.61,3
ENSG00000230641,ENST00000452222,27746396,27757135,42.14,13
ENSG00000240456,ENST00000493214,153102898,153480315,36.85,3
ENSG00000240456,ENST00000488210,153448550,153697975,36.85,3
ENSG00000236295,ENST00000418591,217735164,217738655,42.41,2
ENSG00000232800,ENST00000424028,20586147,20596349,50.39,2
ENSG00000259855,ENST00000564299,217860629,217861213,44.44,2
ENSG00000234772,ENST00000444744,27810419,27810948,37.55,13
ENSG00000244381,ENST00000484597,169427083,169427553,53.72,3
ENSG00000233143,ENST00000452813,218147462,218200843,40.40,2
ENSG00000212978,ENST00000420918,61368913,61372085,45.83,2
ENSG00000212978,ENST00000417691,61370690,61372087,45.83,2
ENSG00000212978,ENST00000422740,61370703,61372026,45.83,2
ENSG00000212978,ENST00000443946,61371541,61372104,45.83,2
ENSG00000212978,ENST00000542553,61368732,61369778,45.83,2
ENSG00000243072,ENST00000492781,125398417,125398625,44.98,3
ENSG00000224414,ENST00000437380,218558618,218561486,44.96,2
ENSG00000229609,ENST00000431171,27947485,27948503,48.38,13
ENSG00000258881,ENST00000453130,71174670,71221879,47.74,2
ENSG00000203602,ENST00000366409,28008286,28008752,48.18,13
ENSG00000242001,ENST00000485294,125400149,125400297,67.11,3
ENSG00000226703,ENST00000414095,28270530,28271341,40.27,13
ENSG00000231035,ENST00000431298,218625270,218626014,45.77,2
ENSG00000240128,ENST00000469825,169620768,169622048,54.49,3
ENSG00000228950,ENST00000448241,20650803,20652708,46.07,2
ENSG00000256309,ENST00000546295,218664514,218665979,52.32,2
ENSG00000247381,ENST00000499662,28403906,28495541,41.94,13
ENSG00000223923,ENST00000450996,218843430,218857338,54.07,2
ENSG00000226186,ENST00000412558,71183029,71183364,41.07,2
ENSG00000227047,ENST00000441870,20699331,20701071,50.32,2
ENSG00000260704,ENST00000567234,28527663,28529507,60.38,13
ENSG00000229754,ENST00000439871,218923878,218930452,50.37,2
ENSG00000229754,ENST00000443392,218925062,218926135,50.37,2
ENSG00000244039,ENST00000493762,169649786,169651017,48.94,3
ENSG00000234458,ENST00000509527,125422193,125423156,48.34,3
ENSG00000234458,ENST00000415577,125422249,125423154,48.34,3
ENSG00000243012,ENST00000462835,153149645,153161320,37.83,3
ENSG00000235115,ENST00000429873,28681568,28682014,59.73,13
ENSG00000235115,ENST00000420602,28681586,28682014,59.73,13
ENSG00000224159,ENST00000429856,219065157,219066111,45.86,2
ENSG00000228384,ENST00000416229,71221640,71229884,50.73,2
ENSG00000243486,ENST00000463297,153599315,153658625,37.50,3
ENSG00000231948,ENST00000449391,20790535,20792308,55.41,2
ENSG00000261485,ENST00000563843,28710980,28712330,43.15,13
ENSG00000240068,ENST00000488408,153741624,153742087,43.53,3
ENSG00000243429,ENST00000463158,125430983,125431889,48.73,3
ENSG00000236469,ENST00000434990,71229661,71291873,45.61,2
ENSG00000261338,ENST00000562328,219120042,219122087,45.01,2
ENSG00000233416,ENST00000421295,20806040,20806414,46.13,2
ENSG00000239219,ENST00000487580,169657141,169684028,40.02,3
ENSG00000239219,ENST00000483289,169661772,169684014,40.02,3
ENSG00000239219,ENST00000469301,169672015,169684522,40.02,3
ENSG00000243069,ENST00000491862,153742190,153838999,38.00,3
ENSG00000243069,ENST00000480639,153744268,153839052,38.00,3
ENSG00000243069,ENST00000467912,153744266,153839121,38.00,3
ENSG00000243069,ENST00000479270,153744318,153839121,38.00,3
ENSG00000232587,ENST00000417549,28788650,28790034,45.49,13
ENSG00000228963,ENST00000508347,125443382,125444288,48.62,3
ENSG00000235472,ENST00000421800,29172970,29174189,47.79,13
ENSG00000260396,ENST00000565841,20877569,20879005,42.80,2
ENSG00000233588,ENST00000419457,29296523,29298158,43.28,13
ENSG00000239978,ENST00000418098,125453138,125454041,49.78,3
ENSG00000205847,ENST00000400027,71256158,71256736,48.01,2
ENSG00000234624,ENST00000444364,61644023,61644332,54.84,2
ENSG00000236436,ENST00000447260,21059531,21061421,36.01,2
ENSG00000236339,ENST00000422362,29352695,29353074,64.21,13
ENSG00000234485,ENST00000503990,71265201,71265798,46.66,2
ENSG00000261012,ENST00000567376,21222209,21223789,38.46,2
ENSG00000236758,ENST00000452602,29813924,29824691,40.29,13
ENSG00000236758,ENST00000417624,29813760,29824691,40.29,13
ENSG00000236758,ENST00000434779,29813516,29824691,40.29,13
ENSG00000234896,ENST00000456741,71282657,71283133,45.49,2
ENSG00000179170,ENST00000466578,125465927,125466941,47.68,3
ENSG00000240048,ENST00000463545,154069925,154072588,40.65,3
ENSG00000226884,ENST00000439197,61816633,61816798,50.60,2
ENSG00000244193,ENST00000494834,169663775,169664542,51.30,3
ENSG00000233005,ENST00000457901,21444057,21486958,38.68,2
ENSG00000233005,ENST00000435237,21444047,22193831,38.68,2
ENSG00000243861,ENST00000498604,154229324,154257098,34.71,3
ENSG00000233870,ENST00000437460,71405717,71405903,57.75,2
ENSG00000223460,ENST00000425504,29880915,29881922,51.98,13
ENSG00000239432,ENST00000467186,125474929,125475305,60.48,3
ENSG00000213486,ENST00000456719,61937211,61938113,48.95,2
ENSG00000240373,ENST00000479626,169696324,169703503,36.23,3
ENSG00000179141,ENST00000323380,30050652,30061887,47.04,13
ENSG00000179141,ENST00000587588,30056257,30061654,47.04,13
ENSG00000239804,ENST00000486999,125506731,125506989,40.93,3
ENSG00000237779,ENST00000434786,71601068,71602662,37.24,2
ENSG00000231204,ENST00000451476,21540532,21784185,39.35,2
ENSG00000231204,ENST00000451511,21618948,21626046,39.35,2
ENSG00000231204,ENST00000417609,21619455,21626046,39.35,2
ENSG00000242583,ENST00000461049,169780032,169780739,54.24,3
ENSG00000243154,ENST00000473622,154369445,154370212,39.71,3
ENSG00000233971,ENST00000451209,72211312,72211564,43.08,2
ENSG00000236258,ENST00000452384,30440096,30440306,54.03,13
ENSG00000242151,ENST00000467158,154375083,154375352,43.70,3
ENSG00000224329,ENST00000453470,30446750,30462542,41.45,13
ENSG00000239628,ENST00000466291,170063466,170071749,41.90,3
ENSG00000242229,ENST00000483907,125513949,125514728,39.10,3
ENSG00000224405,ENST00000450264,30492784,30500788,46.60,13
ENSG00000240601,ENST00000491096,154394377,154394908,39.47,3
ENSG00000228568,ENST00000412637,72515914,72516239,41.10,2
ENSG00000266505,ENST00000585222,30596158,30597937,50.39,13
ENSG00000241346,ENST00000492453,125534925,125535129,57.56,3
ENSG00000243969,ENST00000478814,154544805,154578806,36.14,3
ENSG00000242578,ENST00000468232,170128300,170136403,43.00,3
ENSG00000224511,ENST00000413591,30677315,30683005,44.10,13
ENSG00000224511,ENST00000432770,30681736,30683012,44.10,13
ENSG00000241278,ENST00000487446,125567066,125628215,45.42,3
ENSG00000227361,ENST00000416921,62030278,62030523,39.43,2
ENSG00000241416,ENST00000463294,170213416,170214425,57.03,3
ENSG00000235537,ENST00000458359,21853420,21859181,38.84,2
ENSG00000258488,ENST00000554836,20721492,20725870,46.93,15
ENSG00000243953,ENST00000486545,154687072,154688012,36.77,3
ENSG00000228538,ENST00000416032,21861303,21872374,42.85,2
ENSG00000228538,ENST00000412424,21861303,21872435,42.85,2
ENSG00000214484,ENST00000437188,73597147,73598020,49.66,2
ENSG00000229831,ENST00000440214,62047343,62047701,51.25,2
ENSG00000232117,ENST00000437721,30726023,30733758,51.33,13
ENSG00000213174,ENST00000398900,170371635,170372048,57.49,3
ENSG00000240666,ENST00000484721,154876530,154901074,36.09,3
ENSG00000232643,ENST00000435044,30728203,30728723,58.54,13
ENSG00000241288,ENST00000468859,125581417,125606178,46.49,3
ENSG00000230002,ENST00000441587,73684230,73686609,37.39,2
ENSG00000241336,ENST00000462531,154958734,154960913,37.27,3
